S. No.,text,task_1
2716,এইবোৰ পগলাই কৰি ফুৰে।,HOF
2717,অসম চৰকাৰে কিয় দিছিল বঙালী ফেডাৰেছন সংগঠন খুলিব। কি কাৰণত দিছিল মূৰ্খ ব্যক্তি নে তহঁত।,HOF
2718,আজিৰ পৰা কুকুৰ বিলাকক যদি আমাক গেদা বুলি কয় তেনেহলে সিহঁতক গেন্ধা বুলি মাতিম,HOF
2719,এয়া কেৱল কেজৰিৱালৰ বাবে সম্ভৱ হৈছে,NOT
2720,ফকোটিয়া ভিডিঅ' বেয়া দেয়া বোনাবোলে? কাজিজ লাগি আতিয়া লাজ পইচে জে হে কৰোনে আত্য এনি বুলে কোইচে ছালা মেণ্টেল তো,HOF
2721,যাই থই pk ত চাগে ঠিকে কৈছিল নে কি?কিছুমান সত্যত পৰিণত হৈ আহি আছে।,NOT
2722,আপোনাৰ কথাত মই একমত ।মই যাম আৰু লগত লৈ যাম,NOT
2723,ওজাপালি খুলি দিয়া  । ভাল ওজা হব পাৰিবা ।,HOF
2724,জুই জুই,NOT
2725,শুনি ল দালাল কুকুৰ বিদেশীসকল,HOF
2726,বীৰ লাচীত সেনাই এই পাগল তোক নাকী লগাব পৰানাই কীয় এতিয়া লৈকে,HOF
2727,চৰকাৰ অধিক কঠোৰ হওক ।,NOT
2728,আপোনালোকে video টোৰ থুৰেদি দেৱলিনা বাক চিনাকি কৰাবলৈ চেষ্টা কৰিছিলে নহয় জানো,NOT
2729,মইও আপোনাৰ PraNk call চাই বহুত ভাল লাগে   আৰু আপোনাৰ prank call মই  প্ৰয়ই  চাও,NOT
2730,ইহঁত দুয়োটা পাগল হল,HOF
2731,এই পশুবিলাকৰ স্বভাৱৰ কেতিয়াও পৰিবৰ্তন আশা কৰিব নোৱাৰি!,HOF
2732,কি যে হ'ব আৰু এইফালে মুচলমান ৰ মাদ্ৰাছা ধ্বংস কৰি গৈ আছে আনফালে মুচলমান ৰ এই গুন গাব ধৰিছে,HOF
2733,"আৰু এটা ধৰ্মত থাকিব লাগিব বুলি কোনে কলে ?? আপুনি আহোম নেকি তেন্তে আপুনি ফুৰলুং হে হিন্দুৰ বাবে পৰজীৱি, ",HOF
2734,আপ জিন্দাবাদ,NOT
2735,এতিয়া ফাল্টু অভিনয় কৰি লাভ নাই,NOT
2736,দাদা বেয়া কই ধুইছা কিন্তু দেই,HOF
2737,কোন ফাগলা ৰে,NOT
2738,চেহেৰত ধুনীয়া নে চৰিএত ধুনীয়া,HOF
2739,জয় গুৰু শঙ্কৰ,NOT
2740,আপোনালোকৰ সৰু সেয়েহে আপোনালোকৰ মাইকিবিলাক গেদাবিলাকর লগত দি ভাল পায়।,HOF
2741,এই বিলাক অভদদামি ভাল নেলাগে,HOF
2742,।পিছত পলাই গ'লে ক'ব ভুৱা নাম দি পলাই নিলে ।,HOF
2743,সকলো লৈ অনুৰোধ তেওঁ লোকক গেদা গেদা বুলি নামাতিব |,HOF
2744,মহিলা গৰাকীক ন্যায় আমি দিব পাৰিম জানো । প্ৰশাসন আছে সংবিধান আছে ।,NOT
2745,গগৈ কলিয়াবৰৰ গৌৰৱ হৈ আছে আৰু থাকিব,NOT
2746,আমি অসমীয়া জিতি সকলোৱে লʼগ হৈ মিয়াক মাৰু আহক,HOF
2747,"মোমায়েক হবলৈ ওলাইছ ঐ , নিধক তাকো নেজান ....",HOF
2748,অসমত যিমান অসমীয়া,NOT
2749,তুমি আমি মাথা মাৰি লাভ নহব । বেকাৰ হাল্লা বাঢ়িব । গতিকে এইয়াতে সমাপ্ত কৰক । আৰু বাকি সকলো অসম চৰকাৰে চাবো ।,HOF
2750,অলগদ্ধ সকল আছ । ৫০জন মানুহক যদি ৰিৰ্পোট মাৰিব কলে অৱস্থা বেয়া হৈ যাব ।,HOF
2751,বাহিৰ হ মিয়াৰ পোৱালি। গাহৰিৰ জাত।,HOF
2752,বাপেৰ মৰতু কৰিছে,HOF
2753,কোনো চৰকাৰৰ কথাত প্ৰতিবাদ কৰিলেই গেদা ।,HOF
2754,মাছ বেপাৰী,HOF
2755,এই ইউটিউবাৰ বোৰ দিনক দিনে ফটুৱা হৈ আহিছে,HOF
2756,এনেকুৱা অভদ্য নিদিলে ভাল হব নেকি ঘৃনা লাগি গৈছে।,HOF
2757,তোক চাই যিমানে কিৰিলি নাপাৰক তই সেই সকলক তোৰ প্ৰেমি বুলি ভাৱি আহিছ কিন্তু বাস্তবত তোক কোনেও সমৰ্থন নকৰে অ ।,HOF
2758,অসমৰ নাম বেয়া কৰিছে এই বিলাক ছোৱালীয়ে তাইক মোৰ ফালৰ পৰা এটা কন্টলিয়া চৰ দিব,HOF
2759,এইবাৰৰ পৰা ভোট নিদিও আৰু,HOF
2760,সকলো চৰকাৰী বিদ্যালয় ইংৰাজী মাধ্যম হোৱাটো অতি প্ৰয়োজন।তেতিয়াই সকলো পৰ্য্যায়ৰ লৰা ছোৱালীযে নাম ভৰ্ত্তি কৰিব।লগে লগে শিক্ষক সকলৰ পঢ়াই ভাল লাগিব।আৰু ফলাফল......?,NOT
2761,সুৱালি জে নে জে ফাল্টু পালি,HOF
2762,"ই এটা খাটি বাঙাল হয়, পলৰীয়া, ইয়াতকৈ কুকুৰেও ভালকৈ ভুকে.....",HOF
2763,কৰ হৈ এইটো।।তাত কি অসমীয়া মানুহ নাই নেকি।।,HOF
2764," তথাপিও এই মহান ধৰ্মত বাধা নাই , ",NOT
2765,তোহোতৰ কাম নাই নেকি অ,HOF
2766,এয়াই অসমৰ ৰাজনিতী ।,NOT
2767,"সমগ্ৰ ভাৰতবৰ্ষৰ লগতে অসমতো দিল্লী মডেল লাগে । অৰবিন্দ কেজৰিৱাল জিন্দাবাদ,আম আদমী পাৰ্টি জিন্দাবাদ ।",NOT
2768,"সুন্দৰ content, ৰাজগুৰু দাঙৰীয়া।",HOF
2769,এইজনীক লৈ আপোনালোক অতি ব্যস্ত কিয়?,NOT
2770,",মই দুৰ্গা দেবীক বা আন krishna ৰ বাদে সবকে ভক্তিৰে পুজা কৰা তো ক কি যুক্তিৰে এইখন photo ৰে অপমান কৰিছে,",HOF
2771,ফকতীয়া বাতৰি এইবিলাক৷কোনো মানদণ্ড নাই,HOF
2772,"গুনতকৈ,,,ৰূপ ক বেছি গুৰুত্ব দিয়া হয়",NOT
2773,কিন্তুু তলৰ নোম কেইটা আৰু কি কি নামেৰে নামাকৰণ সেই নিউজটো next time নকৰিলেই হল।,NOT
2774,যি দেশত চানি লিয়নিক মূখ্য অতিথিৰ সন্মান দিয়া হয় সেই দেশত অশ্লিলতা অপৰাধ কেনেকৈ হ'ব পাৰে ।,HOF
2775,"লাগিলে আপুনালোককে পুনৰ বাৰ শাসনত আনিম কিন্তুু এজন অসমীয়া তথা খিলঞ্জীয়া হিচাপে এই বিধেয়কৰ পক্ষত কেতিয়াও ঠিয় নিদিও ,",NOT
2776,অসমত অসমীয়াগিৰী চলিব। বাঙালীগিৰী নহয়।,HOF
2777,"অপেক্ষা কৰক, বহুত সোনকালে চাবলৈ পাব।",NOT
2778,সাংবাদিক কেইজনে কিন্তু খুব ভাল পাইছে।,NOT
2779,চালক জনে নিজৰ ইচ্ছাৰে খুন্দিয়াম বুলি কৰা নাই।,NOT
2780,ইতিয়া পিছপাপাল টু লাল কৰি দিয়েক,HOF
2781,জীবনে যদি ঝুঁকি না নেন,NOT
2782,ধুব লাগে ধুব লাগে,HOF
2783,ৰঙা ঘৰৰ ভাত খাবলৈ বেছি দিন নাই আৰু তুৰ,HOF
2784,তুমি আগতেই ভিদেওতো shere কৰিব নালাগিছিল।,NOT
2785,কিমান বেয়া কৈ গালি দিম বাৰু,HOF
2786,"অসম জাতীয়তাবাদী যুৱ পৰিষদ শিৱসাগৰ জিলা সমিতিয়ে ককালত টঙালী বান্ধিছো , বঙাল ৰোধিম ,জাতী বচাম এইয়া আমাৰ শেষ পণ |",NOT
2787,পোংখি ৰাজবংশী ইউটিউব চেনেল টি গই ভিডিঅ' টু চাই লোবো আছোমিয়া ডেকা,HOF
2788,ভাই এটাই ভুল কৰিলি,HOF
2789,দাত কিতা কি কুকুৰ খোৱা দাত।,HOF
2790,যিদিনা নিজৰ পত্নী-কন্যাৰ লগত এনে দশা হব সেইদিনাহে চাগে চকু মেল খাব,HOF
