S. No.,text,task_1
1223,নীরপেক্ষ তদন্তের জন‍্য প্রভাবশালী পদাধিকারির অপসারণ ও নীরপেক্ষ তদন্ত দরকার।অভিযুক্ত কালপ্রিট বিজেপি নেতা বলে দাঙ্গাবাজ ভুয়ো সংঘর্ষের নায়ক মোদী শাহর নির্দেশে সব সংশ্লিষ্ট বিভাগ এখন বোবা কালা অন্ধ।,HOF
1224,So called শিক্ষা মন্ত্রী,NOT
1225,ABP ANANDA এদের নিয়েই ন্যাকামো করে কেনো ? TRP র জন্য যা ইচ্ছা করতে হবে । ছি ছি ছি,HOF
1226,ছোটলোক নির্লজ্জ কোথাকার.... শিক্ষা মন্ত্রীর হিসাবে কলঙ্ক,HOF
1227,অশিক্ষিত শিক্ষা মন্ত্রী।,HOF
1228,"দেওয়াল লিখন দেখতে পাবেন, পরিনতি দেখে খাবি খাবেন!!!!",NOT
1229,"ঠিক, এবার সবাই দেওয়াল লিখন করবে । তাই স্কুল গুলিতে teacher নিয়োগ বন্ধ রেখেছেন ।",NOT
1230,শুয়োরের পাকোড়া 🤣🤣🤣🤣🤣,HOF
1231,মন্ত্রী দের কোটা হয় নাকি জানাছিল নাতো।,NOT
1232,কে বলল প্রবলেম? গোমাতার সন্তানদের সম্পর্কে এমন কথা বলবেন না।,HOF
1233,আনন্দের পা চাটার একটি নমুনা,HOF
1234,এবিপির মত খারাপ চ্যানেল দুনিয়র একটাও নাই,NOT
1235,"তোমার ভাইপো কে বলো আম doi, আমমিষ্টি বানিয়ে stall দিতে, কেউ যাক বা না যাক আমি kinte যাবো আম মিষ্টি 🐵🐵",NOT
1236,চাকরিটা নেতার বাবার সম্পত্তি তো 😡,HOF
1237,যা নোংরা রাজনীতি করল এই দলটা সত্যিই লজ্জার সীমা শেষ,HOF
1238,"ভোটটাও শুধুমাত্র তাদের থেকে নিন , লজ্জা করেনা আপনাদের",NOT
1239,"আসলে এরা সত্যি অসুখী তাই সুখে আছে এটা মানুষকে দেখাতে চান। আমার তো মনে হয় আর কাউকে নয় শুধুমাত্র রত্না দেবীকে দেখাতে চান।অন্যের ঘর ভেঙে, কারোর স্বামীকে ছিনিয়ে নিয়ে,সন্তানদের কাছ থেকে তাদের বাবাকে ছিনিয়ে নিয়ে কেউ কোনোদিন সুখী হতে পারে না।ঈশ্বর আছেন।এই অন্যায়ের বিচার হবেই।",HOF
1240,"এরকম একজন শক্তিশালী মেয়ে কি করে ধর্ষণের শিকার হয়, তাও আবার কোন প্রমাণ নাই, অভিযোগ নাই। শুধু রাস্তায় নেমে হৈচৈ!",HOF
1241,"প্রোপাগান্ডায় মজা বেশি, কিছু উপরিও পাওয়া যায় সেটার প্রচারণায়। বাট এসবে লস ছাড়া কিছু নাই",NOT
1242,সত্যি খুব জ্বালাতন করত,NOT
1243,তেনারা ব্রীজ ভুষণের গর্বে গর্বিত।,NOT
1244,"ABP আনন্দর চটি চাটতে চাটতে আজ এই অবস্থা । এগুলোও এখন খবর হয় ভাবা যায়।এবিপি আনন্দের রিপোর্টার ও মডারেটর কে একটি ভয়ঙ্কর গালি দিচ্ছি,বলছি যেটা এই পৃথিবীতে সবথেকে জঘন্য গালি সেটা আপনারা নিয়ে নেবেন দয়াকরে।",HOF
