Id|sentence|span|bio
1625|Hoes try to hide anything on the social bitch we kno u got Thot Teeth|{'start': [0, 8], 'end': [0, 8]}|B O O O O O O O B O O O O O O
1626|Islam is a totalitarian doctrine dressed disguised as a religion so that it can spread across our tolerant Christian world. Enough IS ENOUGH!|{'start': [0], 'end': [9]}|B I I I I I I I I I O O O O O O O O O O O O O
1627|they gave the name of the bitch that was your mother and told me to rape her to have you|{'start': [6], 'end': [6]}|O O O O O O B O O O O O O O O O O O O O
1628|the kike shill psyop ricky vaughn has deleted his post where he stated white identity does not exist so i will post the screen shot here now ask ricky tkr get gassed faggot|{'start': [1, 30], 'end': [1, 32]}|O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I
1629|Dumbest user on twitter so far ! Equates not letting someone into the country illegally , to gassing Jews ! 😂 #Buildthewall #BuildThatWall #MeritBasedImmigration #DeportThemAll #DeportAllIllegals #FridayMotivation @user |{'start': [0, 14, 18, 21, 22, 23, 24, 25], 'end': [0, 14, 18, 21, 22, 23, 24, 25]}|B O O O O O O O O O O O O O B O O O B O O B I I I I O O
1630|Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.|{'start': [3], 'end': [11]}|O O O B I I I I I I I I O O O O O O O
1631|These animals should be removed from our country immediately ! #NODACA #BUILDTHEWALL ! ! !|{'start': [11], 'end': [11]}|O O O O O O O O O O O B O O O
1632|Quran is the root of all the world problems today. Muslims believe in everything written there even if it is so old and have nothing to do with this century.|{'start': [0, 10], 'end': [8, 10]}|B I I I I I I I I O B O O O O O O O O O O O O O O O O O O O
1633|@user he is infected with jihadi virus he will spread it to others|{'start': [5], 'end': [6]}|O O O O O B I O O O O O O
1634|expect more of this in america they have already caught muzrat arsonists here|{'start': [10], 'end': [11]}|O O O O O O O O O O B I O
1635|"@user Feminazi . She changed it sarcastically from "" rad fem "" ."|{'start': [1, 9], 'end': [1, 10]}|O B O O O O O O O B I O O
1636|Aye @user youre a fucking whore dont fucking speak to me again u fuckin peacock fake ass hoe|{'start': [4, 7, 13, 15], 'end': [5, 7, 13, 17]}|O O O O B I O B O O O O O B O B I I
1637|@user your picture makes you look like a serious fag . #justsayin lol|{'start': [9], 'end': [9]}|O O O O O O O O O B O O O
1638|Jews are not only insane , they are of literal demonic DNA . |{'start': [0], 'end': [0]}|B O O O O O O O O O O O O
1639|How Important is Border Security to you ? Vote on a Scale of 10 to 1 HERE and make your wishes known . ( 10 is Extremely Important , 1 is Not Important at all . ) #Border #Security #USA #Mexico #BuildTheWall #NoDACA #DeportThemAll #Immigration #ImmigrationReform #Sovereignty #Vote |{'start': [41, 43], 'end': [41, 43]}|O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O B O O O O
1640|@user this bitch look like a fucking white trash Trailer park queen lookin man bear pig . @url|{'start': [2, 6], 'end': [2, 7]}|O O B O O O B I O O O O O O O O O O
1641|I think there is more threat from Russians than from Jews .|{'start': [10], 'end': [10]}|O O O O O O O O O O B O
1642|""" My grandma used to call me a porch monkey all the time ... Come to think of it she did refer to a broken bottle as a nigger knife "" ; "|{'start': [28], 'end': [28]}|O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O
1643|@user white supremacy is not the problem the globalist islamo fascists who own msm and the democrat party and rings like mitt are the problem|{'start': [8], 'end': [10]}|O O O O O O O O B I I O O O O O O O O O O O O O O
1644|@user And you enabled your Jack ass hubby to rape women like JUANITA you are pathetic old and WILL NEVER BE PRESIDENT LOVE THE BASKET OF DEPLORABLES|{'start': [6, 9, 15, 26], 'end': [6, 9, 15, 26]}|O O O O O O B O O B O O O O O B O O O O O O O O O O B
1645|actually you are just another stupid fucking nigger with a big mouth and a porous brain nobody worthy of knowing takes anything you say or do seriously fucking niggers raw sewage that needs to be flushed immediately|{'start': [5, 27, 35], 'end': [7, 28, 35]}|O O O O O B I I O O O O O O O O O O O O O O O O O O O B I O O O O O O B O
1646|i love your pro white jack o lantern fuck that nigger and fuck the national african american communist party founded and run by jews look up it history that not j.p. sedita saying that its ok to be white altright american nationalist|{'start': [8, 23], 'end': [18, 23]}|O O O O O O O O B I I I I I I I I I I O O O O B O O O O O O O O O O O O O O O O O O
1647|It ' s another way to destroy Hungarians on top of promoting * * * * * * music , race mixing and pornography . |{'start': [7, 20, 23], 'end': [7, 20, 23]}|O O O O O O O B O O O O O O O O O O O O B O O B O
1648|Boy 11 Dies a Week after Hit & Run Crash By Illegal Alien @user @user ENOUGH ALREADY ! #NoAmnesty #NoDACA #BuildTheDamnWall #EndSanctuaryCities #EndChainMigration #KeepAmericansSafeStop Putting Americans lives at risk !|{'start': [11, 20], 'end': [12, 20]}|O O O O O O O O O O O B I O O O O O O O B O O O O O O O O O
1649|There are persons being banned for condemning Islam and his beliefs, terrorism and rape gangs. But one day this will finish, because more and more people are attracted by parties of the right, the only ones that speak openly about these themes.|{'start': [6], 'end': [14]}|O O O O O O B I I I I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O
1650|nice idea but i doubt it as my jewish gf back in hs used to say a jew is just a nigger turned inside out neither can ever be satisfied if you give a jew your teeth he will want your eyes too|{'start': [17], 'end': [42]}|O O O O O O O O O O O O O O O O O B I I I I I I I I I I I I I I I I I I I I I I I I I
1651|u can rent a hoe but u can not buy a bitch|{'start': [4, 11], 'end': [4, 11]}|O O O O B O O O O O O B
1652|sad story to be sure on a side note some guys should not ever wear tank tops how does any take that spaghetti armed guy serious dress like a white man that nigger shit unless you are in the gym|{'start': [32], 'end': [33]}|O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O
1653|Of course I invited you over to ' Hang Out ' ... stupid bitches #WomenSuck|{'start': [14], 'end': [14]}|O O O O O O O O O O O O O O B
1654|@user @user & @user Build The Wall ! #MAGA #BuildTheWall #NoDACA #NoAmnesty #DeportAllOfThem|{'start': [9, 12], 'end': [9, 12]}|O O O O O O O O O B O O B
1655|i have been talking about it for years . the filthy muslims putting their sight on africa . in some ways they are worst then blacks .|{'start': [10, 25], 'end': [11, 25]}|O O O O O O O O O O B I O O O O O O O O O O O O O B O
1656|I live in a large American city and it has gotten so bad that it is to the point where we are not just a minority .|{'start': [25], 'end': [25]}|O O O O O O O O O O O O O O O O O O O O O O O O O B O
1657|Twice-Deported Illegal Alien Buried Girlfriend In The Woods , Suspected Of Killing Her Still-Missing Toddler @user @user @user #NoAmnesty #NoDACA #BuildTheWall #StopTheInvasion #FollowYourOath #KeepAmericaSafe |{'start': [0, 20, 21, 22], 'end': [2, 20, 21, 22]}|B I I O O O O O O O O O O O O O O O O O B I I O
1658|All Muslims are incompatible with any Western society.|{'start': [0], 'end': [7]}|B I I I I I I I
1659|@user Bitch keep my name out your mouth . & worry about that loose hole of yours .|{'start': [1], 'end': [1]}|O B O O O O O O O O O O O O O O O O
1660|bitches be so mad over some shit they cant control|{'start': [0], 'end': [0]}|B O O O O O O O O O
1661|@user and @user Encouages Illegal Immigrants and #Democrats Protect Illegal Aliens and Criminal Illegals in their #SanctuaryCities Ignoring the Negative Impact it has on Citizens Lives and Wages #Trump #MAGA #RedNationRising @user|{'start': [4, 9], 'end': [5, 10]}|O O O O B I O O O B I O O O O O O O O O O O O O O O O O O O O O
1662|@user lol yeah the drippiest niggas be the ones who thrift i agree tho you be dripping bro|{'start': [5], 'end': [5]}|O O O O O B O O O O O O O O O O O O
1663|Why on earth are the swedish parents letting their Kids grow up in an ethnic school !|{'start': [5, 14], 'end': [5, 14]}|O O O O O B O O O O O O O O B O O
1664|@user And calling someone a stupid lying cunt or a hatful bitch isn't bullying Hun I'm real ya see that's @url|{'start': [5, 10, 13], 'end': [7, 11, 13]}|O O O O O B I I O O B I O B O O O O O O O
1665|Happy Birthday you stupid fucking bitch . I hope you slip and break ya neck , hoe . Grown to love yo lame ass . @user |{'start': [4, 16, 23], 'end': [5, 16, 23]}|O O O O B I O O O O O O O O O O B O O O O O O B O O
1666|Too bad some of you bitches can't draw on a better personality , the way you draw on your fuckin eyebrows |{'start': [19], 'end': [19]}|O O O O O O O O O O O O O O O O O O O B O
1667|what about the child raping kike that was their advertising front man i cannot imagine that good for business|{'start': [3], 'end': [5]}|O O O B I I O O O O O O O O O O O O O
1668|Tell them we ' ll legalize illegal things .|{'start': [6], 'end': [6]}|O O O O O O B O O
1669|i am sure adding a shitskin to the mix was a great move for optics|{'start': [4], 'end': [5]}|O O O O B I O O O O O O O O O
1670|Hi everyone ... I ' m from Slovenia and I utterly hate every living muslim in this world ... and I despise even the dead ones|{'start': [14], 'end': [14]}|O O O O O O O O O O O O O O B O O O O O O O O O O O
1671|my friend who s a bitch slut shamed one of the girls i work with today because she has a child|{'start': [5], 'end': [5]}|O O O O O B O O O O O O O O O O O O O O O
1672|kathy griffin is the ultimate liberal attack somebody and suffer consequences and she is the victim cunt needs to have some dick forced up he dyke ass barron trumps|{'start': [16], 'end': [26]}|O O O O O O O O O O O O O O O O B I I I I I I I I I I O O
1673|i am not saying nigger because i am racist i am saying it to take a stand against pc and fight for freedom of speech white dude comedians|{'start': [4], 'end': [4]}|O O O O B O O O O O O O O O O O O O O O O O O O O O O O
1674|You call girls a hoe but youre a hoe too ? ? Lol stfu lame ass bitch|{'start': [4, 8, 13], 'end': [4, 8, 16]}|O O O O B O O O B O O O O B I I I
1675|lol seriously you think an employed person can say nigger lol i meant white person btw get real go ask all the nigger guys on south park|{'start': [9, 22], 'end': [9, 22]}|O O O O O O O O O B O O O O O O O O O O O O B O O O O
1676|Can someone help me find an ol ' comrade of mine who ' s now rotting in a California Prison for his next two lives for allegedly victimizing anti-racist scum ?|{'start': [15, 28], 'end': [15, 29]}|O O O O O O O O O O O O O O O B O O O O O O O O O O O O B I O
1677|Muslims steal the work of our citizens. I do not care if they have more skills, it is not right! First we and then them!|{'start': [0], 'end': [6]}|B I I I I I I O O O O O O O O O O O O O O O O O O
1678|92 % of foreign nationals in federal prisons are illegal aliens @user|{'start': [9], 'end': [10]}|O O O O O O O O O B I O
1679|the libtard setback for the moslem refugee ban just tells trump what needs to be corrected and who fucking things up for the american people when scalia replacement is named it back to the ban|{'start': [1, 18], 'end': [1, 18]}|O B O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O
1680|DuetschGirlTX , No I live in a tiny ass town where i am only one of 100 white folks ( maybe less ) . near San Antonio . there are so many dirts around and they all stick together . so when it comes to a White Girl in this town i gotta have my own back ALWAYS Is that where you are ? |{'start': [8, 17, 46], 'end': [8, 17, 46]}|O O O O O O O O B O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O
1681|i vaped at the holocaust museum and did not get caught gr baby joaquen phoenix in the joker|{'start': [1], 'end': [3]}|O B I I O O O O O O O O O O O O O O
1682|not to slut shame anyone but you all some hoes for october|{'start': [2, 9], 'end': [4, 9]}|O O B I I O O O O B O O
1683|disgusting maga you see this shit currynigger and race traitor attempting to fund a start up venture for the instant production of vomit|{'start': [5], 'end': [6]}|O O O O O B I O O O O O O O O O O O O O O O O
1684|angry bald dyke|{'start': [0], 'end': [2]}|B I I
1685|wishing the happiest birthday to my favorite crackhead @user love u bitch|{'start': [7, 11], 'end': [7, 11]}|O O O O O O O B O O O B
1686|@user wash ya face u stupid nigger|{'start': [5], 'end': [6]}|O O O O O B I
1687|another one in the news black man sitting on the couch eatting ice cream police woman come his apartment shoot him dead you can live like you white but in there eyes u still a nigger|{'start': [35], 'end': [35]}|O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B
1688|thinks spic is mexican thinks they are right thinks they are smart|{'start': [0], 'end': [3]}|B I I I O O O O O O O O
1689|i will never forget how one of my coworkers looked me dead in my face and asked me do you wash your hair just because my hair is in braids does not mean i do not wash it you small dick white bitch|{'start': [39], 'end': [42]}|O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I
